Title,ID,Published,Updated,Summary,Author,Comments,Journal_Ref,Link,Primary_Category,Categories,DOI,License,Affiliation
Redistributor: Transforming Empirical Data Distributions,http://arxiv.org/abs/2210.14219v1,2022-10-25T17:59:03Z,2022-10-25T17:59:03Z,"  We present an algorithm and package, Redistributor, which forces a collection
of scalar samples to follow a desired distribution. When given independent and
identically distributed samples of some random variable $S$ and the continuous
cumulative distribution function of some desired target $T$, it provably
produces a consistent estimator of the transformation $R$ which satisfies
$R(S)=T$ in distribution. As the distribution of $S$ or $T$ may be unknown, we
also include algorithms for efficiently estimating these distributions from
samples. This allows for various interesting use cases in image processing,
where Redistributor serves as a remarkably simple and easy-to-use tool that is
capable of producing visually appealing results. The package is implemented in
Python and is optimized to efficiently handle large data sets, making it also
suitable as a preprocessing step in machine learning. The source code is
available at https://gitlab.com/paloha/redistributor.
","['\nPavol Harar\n', '\nDennis Elbrächter\n', '\nMonika Dörfler\n', '\nKory D. Johnson\n']","19 pages, 8 figures",,http://arxiv.org/abs/2210.14219v1,cs.CV,"['cs.CV', 'cs.MS']",,,[]
Mapping Out the HPC Dependency Chaos,http://arxiv.org/abs/2211.05118v2,2022-10-22T20:50:10Z,2022-11-11T02:35:48Z,"  High Performance Computing~(HPC) software stacks have become complex, with
the dependencies of some applications numbering in the hundreds. Packaging,
distributing, and administering software stacks of that scale is a complex
undertaking anywhere. HPC systems deal with esoteric compilers, hardware, and a
panoply of uncommon combinations. In this paper, we explore the mechanisms
available for packaging software to find its own dependencies in the context of
a taxonomy of software distribution, and discuss their benefits and pitfalls.
We discuss workarounds for some common problems caused by using these composed
stacks and introduce Shrinkwrap: A solution to producing binaries that directly
load their dependencies from precise locations and in a precise order. Beyond
simplifying the use of the binaries, this approach also speeds up loading as
much as 7x for a large dynamically-linked MPI application in our evaluation.
","['\nFarid Zakaria\n', '\nThomas R. W. Scogland\n', '\nTodd Gamblin\n', '\nCarlos Maltzahn\n']","Presented at SuperComputing 2022
  (https://sc22.supercomputing.org/program/)",,http://arxiv.org/abs/2211.05118v2,cs.SE,"['cs.SE', 'cs.MS']",,,[]
"End-to-end GPU acceleration of low-order-refined preconditioning for
  high-order finite element discretizations",http://arxiv.org/abs/2210.12253v1,2022-10-21T21:12:57Z,2022-10-21T21:12:57Z,"  In this paper, we present algorithms and implementations for the end-to-end
GPU acceleration of matrix-free low-order-refined preconditioning of high-order
finite element problems. The methods described here allow for the construction
of effective preconditioners for high-order problems with optimal memory usage
and computational complexity. The preconditioners are based on the construction
of a spectrally equivalent low-order discretization on a refined mesh, which is
then amenable to, for example, algebraic multigrid preconditioning. The
constants of equivalence are independent of mesh size and polynomial degree.
For vector finite element problems in $H({\rm curl})$ and $H({\rm div})$ (e.g.
for electromagnetic or radiation diffusion problems) a specially constructed
interpolation-histopolation basis is used to ensure fast convergence. Detailed
performance studies are carried out to analyze the efficiency of the GPU
algorithms. The kernel throughput of each of the main algorithmic components is
measured, and the strong and weak parallel scalability of the methods is
demonstrated. The different relative weighting and significance of the
algorithmic components on GPUs and CPUs is discussed. Results on problems
involving adaptively refined nonconforming meshes are shown, and the use of the
preconditioners on a large-scale magnetic diffusion problem using all spaces of
the finite element de Rham complex is illustrated.
","['\nWill Pazner\n', '\nTzanio Kolev\n', '\nJean-Sylvain Camier\n']","23 pages, 13 figures",,http://dx.doi.org/10.1177/10943420231175462,cs.MS,"['cs.MS', 'cs.NA', 'math.NA']",10.1177/10943420231175462,,[]
Fast Evaluation of Real and Complex Polynomials,http://arxiv.org/abs/2211.06320v1,2022-10-20T06:35:25Z,2022-10-20T06:35:25Z,"  We propose an algorithm for quickly evaluating polynomials. It pre-conditions
a complex polynomial $P$ of degree $d$ in time $O(d\log d)$, with a low
multiplicative constant independent of the precision. Subsequent evaluations of
$P$ computed with a fixed precision of $p$ bits are performed in average
arithmetic complexity $O\big(\sqrt{d(p+\log d)}\big)$ and memory $O(dp)$. The
average complexity is computed with respect to points $z \in \mathbb{C}$,
weighted by the spherical area of $\overline{\mathbb{C}}$. The worst case does
not exceed the complexity of H{\""o}rner's scheme. In particular, our algorithm
performs asymptotically as $O(\sqrt{d\log d})$ per evaluation. For many classes
of polynomials, in particular those with random coefficients in a bounded
region of $\mathbb{C}$, or for sparse polynomials, our algorithm performs much
better than this upper bound, without any modification or parameterization.The
article contains a detailed analysis of the complexity and a full error
analysis, which guarantees that the algorithm performs as well as H\''orner's
scheme, only faster. Our algorithm is implemented in a companion library,
written in standard C and released as an open-source project [MV22].Our claims
regarding complexity and accuracy are confirmed in practice by a set of
comprehensive benchmarks.
","['\nRamona Anton\nIMJ-PRG\n', '\nNicolae Mihalache\nLAMA\n', '\nFrançois Vigneron\nLMR\n']",,,http://arxiv.org/abs/2211.06320v1,math.NA,"['math.NA', 'cs.MS', 'cs.NA', 'math.DS']",,,"['IMJ-PRG', 'LAMA', 'LMR']"
MOS: A Mathematical Optimization Service,http://arxiv.org/abs/2210.03813v1,2022-10-07T20:50:53Z,2022-10-07T20:50:53Z,"  We introduce MOS, a software application designed to facilitate the
deployment, integration, management, and analysis of mathematical optimization
models. MOS approaches mathematical optimization at a higher level of
abstraction than existing optimization modeling systems, enabling its use with
all of them. The sole requirement to harness MOS is a simple annotation of the
code specifying the formulation of an optimization model. With this, the model
becomes accessible to humans through the automatic generation of a user
interface, and to machines through an associated API and client libraries. All
this is achieved while avoiding the ad hoc code typically required to obtain
such features.
","['\nJames Hubert Merrick\n', '\nTomás Tinoco De Rubira\n']","7 pages, 4 figures",,http://arxiv.org/abs/2210.03813v1,math.OC,"['math.OC', 'cs.MS']",,,[]
Memory-Efficient Recursive Evaluation of 3-Center Gaussian Integrals,http://arxiv.org/abs/2210.03192v2,2022-10-06T20:16:36Z,2023-01-17T00:40:00Z,"  To improve the efficiency of Gaussian integral evaluation on modern
accelerated architectures FLOP-efficient Obara-Saika-based recursive evaluation
schemes are optimized for the memory footprint. For the 3-center 2-particle
integrals that are key for the evaluation of Coulomb and other 2-particle
interactions in the density-fitting approximation the use of multi-quantal
recurrences (in which multiple quanta are created or transferred at once) is
shown to produce significant memory savings. Other innovation include
leveraging register memory for reduced memory footprint and direct compile-time
generation of optimized kernels (instead of custom code generation) with
compile-time features of modern C++/CUDA. Performance of conventional and
CUDA-based implementations of the proposed schemes is illustrated for both the
individual batches of integrals involving up to Gaussians with low and high
angular momenta (up to $L=6$) and contraction degrees, as well as for the
density-fitting-based evaluation of the Coulomb potential. The computer
implementation is available in the open-source LibintX library.
","['\nAndrey Asadchev\n', '\nEdward F. Valeev\n']","37 pages, 2 figures, 6 tables",,http://arxiv.org/abs/2210.03192v2,physics.comp-ph,"['physics.comp-ph', 'cs.MS', 'physics.chem-ph']",,,[]
Rieoptax: Riemannian Optimization in JAX,http://arxiv.org/abs/2210.04840v1,2022-10-10T16:55:32Z,2022-10-10T16:55:32Z,"  We present Rieoptax, an open source Python library for Riemannian
optimization in JAX. We show that many differential geometric primitives, such
as Riemannian exponential and logarithm maps, are usually faster in Rieoptax
than existing frameworks in Python, both on CPU and GPU. We support various
range of basic and advanced stochastic optimization solvers like Riemannian
stochastic gradient, stochastic variance reduction, and adaptive gradient
methods. A distinguishing feature of the proposed toolbox is that we also
support differentially private optimization on Riemannian manifolds.
","['\nSaiteja Utpala\n', '\nAndi Han\n', '\nPratik Jawanpuria\n', '\nBamdev Mishra\n']",,,http://arxiv.org/abs/2210.04840v1,math.OC,"['math.OC', 'cs.LG', 'cs.MS']",,,[]
Designing a general library for convolutions,http://arxiv.org/abs/2210.07693v1,2022-10-14T10:35:54Z,2022-10-14T10:35:54Z,"  We will discuss our experiences and design decisions obtained from building a
formal library for the convolution of two functions. Convolution is a
fundamental concept with applications throughout mathematics. We will focus on
the design decisions we made to make the convolution general and easy to use,
and the incorporation of this development in Lean's mathematical library
mathlib.
",['\nFloris van Doorn\n'],"24 pages, submitted to CPP 2023",,http://arxiv.org/abs/2210.07693v1,cs.LO,"['cs.LO', 'cs.MS', 'math.FA', '68V20, 42A85, 44A35', 'F.4.1; G.3']",,,[]
"CyRSoXS: A GPU-accelerated virtual instrument for Polarized Resonant
  Soft X-ray Scattering (P-RSoXS)",http://arxiv.org/abs/2209.13121v1,2022-09-27T02:29:08Z,2022-09-27T02:29:08Z,"  Polarized Resonant Soft X-ray scattering (P-RSoXS) has emerged as a powerful
synchrotron-based tool that combines principles of X-ray scattering and X-ray
spectroscopy. P-RSoXS provides unique sensitivity to molecular orientation and
chemical heterogeneity in soft materials such as polymers and biomaterials.
Quantitative extraction of orientation information from P-RSoXS pattern data is
challenging because the scattering processes originate from sample properties
that must be represented as energy-dependent three-dimensional tensors with
heterogeneities at nanometer to sub-nanometer length scales. We overcome this
challenge by developing an open-source virtual instrument that uses GPUs to
simulate P-RSoXS patterns from real-space material representations with
nanoscale resolution. Our computational framework CyRSoXS
(https://github.com/usnistgov/cyrsoxs) is designed to maximize GPU performance.
We demonstrate the accuracy and robustness of our approach by validating
against an extensive set of test cases, which include both analytical solutions
and numerical comparisons, demonstrating a speedup of over three orders
relative to the current state-of-the-art simulation software. Such fast
simulations open up a variety of applications that were previously
computationally infeasible, including (a) pattern fitting, (b) co-simulation
with the physical instrument for operando analytics, data exploration, and
decision support, (c) data creation and integration into machine learning
workflows, and (d) utilization in multi-modal data assimilation approaches.
Finally, we abstract away the complexity of the computational framework from
the end-user by exposing CyRSoXS to Python using Pybind. This eliminates I/O
requirements for large-scale parameter exploration and inverse design, and
democratizes usage by enabling seamless integration with a Python ecosystem
(https://github.com/usnistgov/nrss).
","['\nKumar Saurabh\n', '\nPeter J. Dudenas\n', '\nEliot Gann\n', '\nVeronica G. Reynolds\n', '\nSubhrangsu Mukherjee\n', '\nDaniel Sunday\n', '\nTyler B. Martin\n', '\nPeter A. Beaucage\n', '\nMichael L. Chabinyc\n', '\nDean M. DeLongchamp\n', '\nAdarsh Krishnamurthy\n', '\nBaskar Ganapathysubramanian\n']","41 pages, 19 figures",,http://arxiv.org/abs/2209.13121v1,physics.comp-ph,"['physics.comp-ph', 'cs.MS']",,,[]
"Disruptive Changes in Field Equation Modeling: A Simple Interface for
  Wafer Scale Engines",http://arxiv.org/abs/2209.13768v2,2022-09-28T01:33:23Z,2022-09-29T00:38:36Z,"  We present a high-level and accessible Application Programming Interface
(API) for the solution of field equations on the Cerebras Systems Wafer-Scale
Engine (WSE) with over two orders of magnitude performance gain relative to
traditional distributed computing approaches. The domain-specific API is called
the WSE Field-equation API (WFA). The WFA outperforms OpenFOAM on NETL's Joule
2.0 supercomputer by over two orders of magnitude in time to solution. While
this performance is consistent with hand-optimized assembly codes, the WFA
provides an easy-to-use, high-level Python interface that allows users to form
and solve field equations effortlessly. We report here the WFA programming
methodology and achieved performance on the latest generation of WSE, the CS-2.
","['\nMino Woo\n', '\nTerry Jordan\n', '\nRobert Schreiber\n', '\nIlya Sharapov\n', '\nShaheer Muhammad\n', '\nAbhishek Koneru\n', '\nMichael James\n', '\nDirk Van Essendelft\n']","22 pages, 5 figures, 2 Tables",,http://arxiv.org/abs/2209.13768v2,cs.DC,"['cs.DC', 'cs.AR', 'cs.MS', 'cs.PF', 'J.2; I.6']",,,[]
"Cadabra and Python algorithms in General Relativity and Cosmology I:
  Generalities",http://arxiv.org/abs/2210.00005v1,2022-09-30T16:44:57Z,2022-09-30T16:44:57Z,"  The aim of this work is to present a series of concrete examples which
illustrate how the computer algebra system Cadabra can be used to manipulate
expressions appearing in General Relativity and other gravitational theories.
We highlight the way in which Cadabra's philosophy differs from other systems
with related functionality. The use of various new built-in packages is
discussed, and we show how such packages can also be created by end-users
directly using the notebook interface.
  The current paper focuses on fairly generic applications in gravitational
theories, including the use of differential forms, the derivation of field
equations and the construction of their solutions. A follow-up paper discusses
more specific applications related to the analysis of gravitational waves.
","['\nOscar Castillo-Felisola\n', '\nDominic T. Price\n', '\nMattia Scomparin\n']","30 pages, 3 figures, cadabra code blocks. For associated files, see
  https://gitlab.com/cdbgr/cadabra-gravity-I",,http://arxiv.org/abs/2210.00005v1,gr-qc,"['gr-qc', 'cs.MS', 'physics.class-ph', 'physics.comp-ph']",,,[]
"Cadabra and Python algorithms in General Relativity and Cosmology II:
  Gravitational Waves",http://arxiv.org/abs/2210.00007v1,2022-09-30T16:58:21Z,2022-09-30T16:58:21Z,"  Computer Algebra Systems (CASs) like Cadabra Software play a prominent role
in a wide range of research activities in physics and related fields. We show
how Cadabra language is easily implemented in the well established Python
programming framework, gaining excellent flexibility and customization to
address the issue of tensor perturbations in General Relativity. We obtain a
performing algorithm to decompose tensorial quantities up to any perturbative
order of the metric. The features of our code are tested by discussing some
concrete computational issues in research activities related to
first/higher-order gravitational waves.
","['\nOscar Castillo-Felisola\n', '\nDominic T. Price\n', '\nMattia Scomparin\n']","32 pages, 3 figures, cadabra code blocks. For associated files, see
  https://gitlab.com/cdbgr/cadabra-gravity-II",,http://dx.doi.org/10.1016/j.cpc.2023.108748,gr-qc,"['gr-qc', 'cs.MS', 'physics.class-ph', 'physics.comp-ph']",10.1016/j.cpc.2023.108748,,[]
"NCVX: A General-Purpose Optimization Solver for Constrained Machine and
  Deep Learning",http://arxiv.org/abs/2210.00973v2,2022-10-03T14:41:26Z,2022-11-14T00:21:55Z,"  Imposing explicit constraints is relatively new but increasingly pressing in
deep learning, stimulated by, e.g., trustworthy AI that performs robust
optimization over complicated perturbation sets and scientific applications
that need to respect physical laws and constraints. However, it can be hard to
reliably solve constrained deep learning problems without optimization
expertise. The existing deep learning frameworks do not admit constraints.
General-purpose optimization packages can handle constraints but do not perform
auto-differentiation and have trouble dealing with nonsmoothness. In this
paper, we introduce a new software package called NCVX, whose initial release
contains the solver PyGRANSO, a PyTorch-enabled general-purpose optimization
package for constrained machine/deep learning problems, the first of its kind.
NCVX inherits auto-differentiation, GPU acceleration, and tensor variables from
PyTorch, and is built on freely available and widely used open-source
frameworks. NCVX is available at https://ncvx.org, with detailed documentation
and numerous examples from machine/deep learning and other fields.
","['\nBuyun Liang\n', '\nTim Mitchell\n', '\nJu Sun\n']","Accepted by the NeurIPS Workshop on Optimization for Machine Learning
  (OPT 2022). arXiv admin note: text overlap with arXiv:2111.13984",,http://arxiv.org/abs/2210.00973v2,cs.LG,"['cs.LG', 'cs.CV', 'cs.MS', 'eess.SP', 'math.OC']",,,[]
IGraph/M: graph theory and network analysis for Mathematica,http://arxiv.org/abs/2209.09145v1,2022-09-19T16:04:57Z,2022-09-19T16:04:57Z,"  IGraph/M is an efficient general purpose graph theory and network analysis
package for Mathematica. IGraph/M serves as the Wolfram Language interfaces to
the igraph C library, and also provides several unique pieces of functionality
not yet present in igraph, but made possible by combining its capabilities with
Mathematica's. The package is designed to support both graph theoretical
research as well as the analysis of large-scale empirical networks.
","['\nSzabolcs Horvát\n', '\nJakub Podkalicki\n', '\nGábor Csárdi\n', '\nTamás Nepusz\n', '\nVincent Traag\n', '\nFabio Zanini\n', '\nDaniel Noom\n']","submitted to Journal of Open Source Software on August 30, 2022",,http://dx.doi.org/10.21105/joss.04899,physics.soc-ph,"['physics.soc-ph', 'cs.MS', 'math.CO']",10.21105/joss.04899,,[]
Forward-Mode Automatic Differentiation of Compiled Programs,http://arxiv.org/abs/2209.01895v2,2022-09-05T10:48:24Z,2023-07-07T08:42:31Z,"  Algorithmic differentiation (AD) is a set of techniques that provide partial
derivatives of computer-implemented functions. Such a function can be supplied
to state-of-the-art AD tools via its source code, or via an intermediate
representation produced while compiling its source code.
  We present the novel AD tool Derivgrind, which augments the machine code of
compiled programs with forward-mode AD logic. Derivgrind leverages the Valgrind
instrumentation framework for a structured access to the machine code, and a
shadow memory tool to store dot values. Access to the source code is required
at most for the files in which input and output variables are defined.
  Derivgrind's versatility comes at the price of scaling the run-time by a
factor between 30 and 75, measured on a benchmark based on a numerical solver
for a partial differential equation. Results of our extensive regression test
suite indicate that Derivgrind produces correct results on GCC- and
Clang-compiled programs, including a Python interpreter, with a small number of
exceptions. While we provide a list of scenarios that Derivgrind does not
handle correctly, nearly all of them are academic counterexamples or originate
from highly optimized math libraries. As long as differentiating those is
avoided, Derivgrind can be applied to an unprecedentedly wide range of
cross-language or partially closed-source software with little integration
efforts.
","['\nMax Aehle\n', '\nJohannes Blühdorn\n', '\nMax Sagebaum\n', '\nNicolas R. Gauger\n']","21 pages, 3 figures, 3 tables, 5 listings",,http://arxiv.org/abs/2209.01895v2,cs.MS,['cs.MS'],,,[]
A Test for FLOPs as a Discriminant for Linear Algebra Algorithms,http://arxiv.org/abs/2209.03258v3,2022-09-07T16:08:17Z,2022-11-30T17:10:52Z,"  Linear algebra expressions, which play a central role in countless scientific
computations, are often computed via a sequence of calls to existing libraries
of building blocks (such as those provided by BLAS and LAPACK). A sequence
identifies a computing strategy, i.e., an algorithm, and normally for one
linear algebra expression many alternative algorithms exist. Although
mathematically equivalent, those algorithms might exhibit significant
differences in terms of performance. Several high-level languages and tools for
matrix computations such as Julia, Armadillo, Linnea, etc., make algorithmic
choices by minimizing the number of Floating Point Operations (FLOPs). However,
there can be several algorithms that share the same (or have nearly identical)
number of FLOPs; in many cases, these algorithms exhibit execution times which
are statistically equivalent and one could arbitrarily select one of them as
the best algorithm. It is however not unlikely to find cases where the
execution times are significantly different from one another (despite the FLOP
count being almost the same). It is also possible that the algorithm that
minimizes FLOPs is not the one that minimizes execution time. In this work, we
develop a methodology to test the reliability of FLOPs as discriminant for
linear algebra algorithms. Given a set of algorithms (for an instance of a
linear algebra expression) as input, the methodology ranks them into
performance classes; i.e., multiple algorithms are allowed to share the same
rank. To this end, we measure the algorithms iteratively until the changes in
the ranks converge to a value close to zero. FLOPs are a valid discriminant for
an instance if all the algorithms with minimum FLOPs are assigned the best
rank; otherwise, the instance is regarded as an anomaly, which can then be used
in the investigation of the root cause of performance differences.
","['\nAravind Sankaran\n', '\nPaolo Bientinesi\n']",,,http://arxiv.org/abs/2209.03258v3,cs.PF,"['cs.PF', 'cs.MS']",,,[]
Looplets: A Language For Structured Coiteration,http://arxiv.org/abs/2209.05250v1,2022-09-08T20:16:41Z,2022-09-08T20:16:41Z,"  Real world arrays often contain underlying structure, such as sparsity, runs
of repeated values, or symmetry. Specializing for structure yields significant
speedups. But automatically generating efficient code for structured data is
challenging, especially when arrays with different structure interact. We show
how to abstract over array structures so that the compiler can generate code to
coiterate over any combination of them. Our technique enables new array formats
(such as 1DVBL for irregular clustered sparsity), new iteration strategies
(such as galloping intersections), and new operations over structured data
(such as concatenation or convolution).
","['\nWillow Ahrens\n', '\nDaniel Donenfeld\n', '\nFredrik Kjolstad\n', '\nSaman Amarasinghe\n']",,,http://arxiv.org/abs/2209.05250v1,cs.PL,"['cs.PL', 'cs.MS']",,,[]
"Performance optimization and analysis of the unstructured Discontinuous
  Galerkin solver on multi-core and many-core architectures",http://arxiv.org/abs/2209.01877v1,2022-09-05T10:23:30Z,2022-09-05T10:23:30Z,"  The discontinuous Galerkin (DG) algorithm is a representative high order
method in Computational Fluid Dynamics (CFD) area which possesses considerable
mathematical advantages such as high resolution, low dissipation, and
dispersion. However, DG is rather computationally intensive to demonstrate
practical engineering problems. This paper discusses the implementation of our
in-house practical DG application in three different programming models, as
well as some optimization techniques, including grid renumbering and mixed
precision to maximize the performance improvements in a single node system. The
experiment on CPU and GPU shows that our CUDA, OpenACC, and OpenMP-based code
obtains a maximum speedup of 42.9x, 35.3x, and 8.1x compared with serial
execution by the original application, respectively. Besides, we systematically
compare the programming models in two aspects: performance and productivity.
Our empirical conclusions facilitate the programmers to select the right
platform with a suitable programming model according to their target
applications.
","['\nZhe Dai\n', '\nLiang D\n', '\nYueqin Wang\n', '\nFang Wang\n', '\nLi Ming\n', '\nJian Zhang\n']","8pages,conference",,http://arxiv.org/abs/2209.01877v1,cs.MS,"['cs.MS', 'cs.CE', 'cs.DC']",,,[]
"I'm stuck! How to efficiently debug computational solid mechanics models
  so you can enjoy the beauty of simulations",http://arxiv.org/abs/2209.04198v2,2022-09-09T09:25:53Z,2022-10-26T11:10:57Z,"  A substantial fraction of the time that computational modellers dedicate to
developing their models is actually spent trouble-shooting and debugging their
code. However, how this process unfolds is seldom spoken about, maybe because
it is hard to articulate as it relies mostly on the mental catalogues we have
built with the experience of past failures. To help newcomers to the field of
material modelling, here we attempt to fill this gap and provide a perspective
on how to identify and fix mistakes in computational solid mechanics models. To
this aim, we describe the components that make up such a model and then
identify possible sources of errors. In practice, finding mistakes is often
better done by considering the symptoms of what is going wrong. As a
consequence, we provide strategies to narrow down where in the model the
problem may be, based on observation and a catalogue of frequent causes of
observed errors. In a final section, we also discuss how one-time bug-free
models can be kept bug-free in view of the fact that computational models are
typically under continual development. We hope that this collection of
approaches and suggestions serves as a ""road map"" to find and fix mistakes in
computational models, and more importantly, keep the problems solved so that
modellers can enjoy the beauty of material modelling and simulation.
","['\nEster Comellas\n', '\nJean-Paul Pelteret\n', '\nWolfgang Bangerth\n']","13 pages, 2 figures, accepted manuscript to be published in VSI:Joy
  of Mechanics of the European Journal of Mechanics / A Solids. Replacement of
  2209.04198. Main changes w.r.t. preprint version are addition of sec 3.1.3;
  footnote 3 in sec 3.1.4, sec 3.1.6, final pargraph in sec 4.1.1 and sec 4.1.3",,http://dx.doi.org/10.1016/j.euromechsol.2022.104845,cs.CE,"['cs.CE', 'cs.MS', 'cs.NA', 'math.NA']",10.1016/j.euromechsol.2022.104845,,[]
"On topological data analysis for SHM; an introduction to persistent
  homology",http://arxiv.org/abs/2209.06155v1,2022-09-12T12:02:39Z,2022-09-12T12:02:39Z,"  This paper aims to discuss a method of quantifying the 'shape' of data, via a
methodology called topological data analysis. The main tool within topological
data analysis is persistent homology; this is a means of measuring the shape of
data, from the homology of a simplicial complex, calculated over a range of
values. The required background theory and a method of computing persistent
homology is presented here, with applications specific to structural health
monitoring. These results allow for topological inference and the ability to
deduce features in higher-dimensional data, that might otherwise be overlooked.
  A simplicial complex is constructed for data for a given distance parameter.
This complex encodes information about the local proximity of data points. A
singular homology value can be calculated from this simplicial complex.
Extending this idea, the distance parameter is given for a range of values, and
the homology is calculated over this range. The persistent homology is a
representation of how the homological features of the data persist over this
interval. The result is characteristic to the data. A method that allows for
the comparison of the persistent homology for different data sets is also
discussed.
","['\nTristan Gowdridge\n', '\nNikolaos Devilis\n', '\nKeith Worden\n']",,,http://arxiv.org/abs/2209.06155v1,math.AT,"['math.AT', 'cs.LG', 'cs.MS']",,,[]
"Distributed Objective Function Evaluation for Optimization of Radiation
  Therapy Treatment Plans",http://arxiv.org/abs/2208.11395v1,2022-08-24T09:34:44Z,2022-08-24T09:34:44Z,"  The modern workflow for radiation therapy treatment planning involves
mathematical optimization to determine optimal treatment machine parameters for
each patient case. The optimization problems can be computationally expensive,
requiring iterative optimization algorithms to solve. In this work, we
investigate a method for distributing the calculation of objective functions
and gradients for radiation therapy optimization problems across computational
nodes. We test our approach on the TROTS dataset -- which consists of
optimization problems from real clinical patient cases -- using the IPOPT
optimization solver in a leader/follower type approach for parallelization. We
show that our approach can utilize multiple computational nodes efficiently,
with a speedup of approximately 2-3.5 times compared to the serial version.
","['\nFelix Liu\n', '\nMåns I. Andersson\n', '\nAlbin Fredriksson\n', '\nStefano Markidis\n']",Accepted for publication at the PPAM22 conference,"Parallel Processing and Applied Mathematics. PPAM 2022. Lecture
  Notes in Computer Science, vol 13826. Springer, Cham",http://dx.doi.org/10.1007/978-3-031-30442-2_29,cs.MS,"['cs.MS', 'cs.DC']",10.1007/978-3-031-30442-2_29,,[]
Cardinal Optimizer (COPT) User Guide,http://arxiv.org/abs/2208.14314v2,2022-08-30T14:52:44Z,2022-10-28T03:52:56Z,"  Cardinal Optimizer is a high-performance mathematical programming solver for
efficiently solving largescale optimization problem. This documentation
provides basic introduction to the Cardinal Optimizer.
","['\nDongdong Ge\n', '\nQi Huangfu\n', '\nZizhuo Wang\n', '\nJian Wu\n', '\nYinyu Ye\n']",,,http://arxiv.org/abs/2208.14314v2,math.OC,"['math.OC', 'cs.MS']",,,[]
"Solving the One-Dimensional Time-Independent Schrödinger Equation with
  High Accuracy: The LagrangeMesh Mathematica Package",http://arxiv.org/abs/2208.14340v2,2022-08-30T15:33:14Z,2023-05-26T22:32:28Z,"  In order to find the spectrum associated with the one-dimensional
Schr\""oodinger equation, we discuss the Lagrange Mesh method (LMM) and its
numerical implementation for bound states. After presenting a general overview
of the theory behind the LMM, we introduce the LagrangeMesh package: the
numerical implementation of the LMM in Mathematica. Using few lines of code,
the package enables a quick home-computer computation of the spectrum and
provides a practical tool to study a large class of systems in quantum
mechanics. The main properties of the package are (i) the input is basically
the potential function and the interval on which is defined; and (ii) the
accuracy in calculations and final results is controllable by the user. As
illustration, a highly accurate spectrum of some relevant quantum systems is
obtained by employing the commands that the package offers. In fact, the
present work can be regarded as a user guide based on worked examples.
",['\nJ. C. del Valle\n'],"File LagrangeMesh.wl can be provided to the interested reader, just
  contact the author via email. Alternatively, it can be found at
  https://github.com/JuanCarlosdelValle/LagrangeMesh-Package",,http://dx.doi.org/10.1142/S0129183124500116,quant-ph,"['quant-ph', 'cs.MS']",10.1142/S0129183124500116,,[]
"Flash-X, a multiphysics simulation software instrument",http://arxiv.org/abs/2208.11630v1,2022-08-24T16:05:03Z,2022-08-24T16:05:03Z,"  Flash-X is a highly composable multiphysics software system that can be used
to simulate physical phenomena in several scientific domains. It derives some
of its solvers from FLASH, which was first released in 2000. Flash-X has a new
framework that relies on abstractions and asynchronous communications for
performance portability across a range of increasingly heterogeneous hardware
platforms. Flash-X is meant primarily for solving Eulerian formulations of
applications with compressible and/or incompressible reactive flows. It also
has a built-in, versatile Lagrangian framework that can be used in many
different ways, including implementing tracers, particle-in-cell simulations,
and immersed boundary methods.
","['\nAnshu Dubey\n', '\nKlaus Weide\n', ""\nJared O'Neal\n"", '\nAkash Dhruv\n', '\nSean Couch\n', '\nJ. Austin Harris\n', '\nTom Klosterman\n', '\nRajeev Jain\n', '\nJohann Rudi\n', '\nBronson Messer\n', '\nMichael Pajkos\n', '\nJared Carlson\n', '\nRan Chu\n', '\nMohamed Wahib\n', '\nSaurabh Chawdhary\n', '\nPaul M. Ricker\n', '\nDongwook Lee\n', '\nKatie Antypas\n', '\nKatherine M. Riley\n', '\nChristopher Daley\n', '\nMurali Ganapathy\n', '\nFrancis X. Timmes\n', '\nDean M. Townsley\n', '\nMarcos Vanella\n', '\nJohn Bachan\n', '\nPaul Rich\n', '\nShravan Kumar\n', '\nEirik Endeve\n', '\nW. Raphael Hix\n', '\nAnthony Mezzacappa\n', '\nThomas Papatheodore\n']","16 pages, 5 Figures, published open access in SoftwareX","SoftwareX, Volume 19, 2022, 101168,ISSN 2352-7110",http://dx.doi.org/10.1016/j.softx.2022.101168,physics.comp-ph,"['physics.comp-ph', 'astro-ph.IM', 'cs.MS']",10.1016/j.softx.2022.101168,,[]
