Title,ID,Published,Updated,Summary,Author,Comments,Journal_Ref,Link,Primary_Category,Categories,DOI,License,Affiliation
Multi-level Explanation of Deep Reinforcement Learning-based Scheduling,http://arxiv.org/abs/2209.09645v1,2022-09-18T13:22:53Z,2022-09-18T13:22:53Z,"  Dependency-aware job scheduling in the cluster is NP-hard. Recent work shows
that Deep Reinforcement Learning (DRL) is capable of solving it. It is
difficult for the administrator to understand the DRL-based policy even though
it achieves remarkable performance gain. Therefore the complex model-based
scheduler is not easy to gain trust in the system where simplicity is favored.
In this paper, we give the multi-level explanation framework to interpret the
policy of DRL-based scheduling. We dissect its decision-making process to job
level and task level and approximate each level with interpretable models and
rules, which align with operational practices. We show that the framework gives
the system administrator insights into the state-of-the-art scheduler and
reveals the robustness issue in regards to its behavior pattern.
","['\nShaojun Zhang\n', '\nChen Wang\n', '\nAlbert Zomaya\n']",Accepted in the MLSys'22 Workshop on Cloud Intelligence / AIOps,,http://arxiv.org/abs/2209.09645v1,cs.DC,"['cs.DC', 'cs.AI', 'cs.OS']",,,[]
SFS: Smart OS Scheduling for Serverless Functions,http://arxiv.org/abs/2209.01709v2,2022-09-04T23:38:25Z,2022-09-07T03:57:32Z,"  Serverless computing enables a new way of building and scaling cloud
applications by allowing developers to write fine-grained serverless or cloud
functions. The execution duration of a cloud function is typically
short-ranging from a few milliseconds to hundreds of seconds. However, due to
resource contentions caused by public clouds' deep consolidation, the function
execution duration may get significantly prolonged and fail to accurately
account for the function's true resource usage. We observe that the function
duration can be highly unpredictable with huge amplification of more than 50x
for an open-source FaaS platform (OpenLambda). Our experiments show that the OS
scheduling policy of cloud functions' host server can have a crucial impact on
performance. The default Linux scheduler, CFS (Completely Fair Scheduler),
being oblivious to workloads, frequently context-switches short functions,
causing a turnaround time that is much longer than their service time.
  We propose SFS (Smart Function Scheduler),which works entirely in the user
space and carefully orchestrates existing Linux FIFO and CFS schedulers to
approximate Shortest Remaining Time First (SRTF). SFS uses two-level scheduling
that seamlessly combines a new FILTER policy with Linux CFS, to trade off
increased duration of long functions for significant performance improvement
for short functions. We implement {\proj} in the Linux user space and port it
to OpenLambda. Evaluation results show that SFS significantly improves short
functions' duration with a small impact on relatively longer functions,
compared to CFS.
","['\nYuqi Fu\n', '\nLi Liu\n', '\nHaoliang Wang\n', '\nYue Cheng\n', '\nSongqing Chen\n']","SFS has been accepted to appear in SC'22 and nominated as a best
  student paper award finalist",,http://arxiv.org/abs/2209.01709v2,cs.OS,['cs.OS'],,,[]
Towards Adaptive Storage Views in Virtual Memory,http://arxiv.org/abs/2209.01635v2,2022-09-04T14:55:41Z,2022-12-06T15:27:44Z,"  Traditionally, DBMSs separate their storage layer from their indexing layer.
While the storage layer physically materializes the database and provides
low-level access methods to it, the indexing layer on top enables a faster
locating of searched-for entries. While this clearly separates concerns, it
also adds a level of indirection to the already complex execution path. In this
work, we propose an alternative design: Instead of conservatively separating
both layers, we naturally fuse them by integrating an adaptive coarse-granular
indexing scheme directly into the storage layer. We do so by utilizing tools of
the virtual memory management subsystem provided by the OS: On the lowest
level, we materialize the database content in form of physical main memory. On
top of that, we allow the creation of arbitrarily many virtual memory storage
views that map to subsets of the database having certain properties of
interest. This creation happens fully adaptively as a side-product of query
processing. To speed up query answering, we route each query automatically to
the most fitting virtual view(s). By this, we naturally index the storage layer
in its core and gradually improve the provided scan performance.
","['\nFelix Schuhknecht\n', '\nJustus Henneberg\n']",,,http://arxiv.org/abs/2209.01635v2,cs.DB,"['cs.DB', 'cs.OS']",,,[]
"RunPHI: Enabling Mixed-criticality Containers via Partitioning
  Hypervisors in Industry 4.0",http://arxiv.org/abs/2209.01843v1,2022-09-05T09:06:39Z,2022-09-05T09:06:39Z,"  Orchestration systems are becoming a key component to automatically manage
distributed computing resources in many fields with criticality requirements
like Industry 4.0 (I4.0). However, they are mainly linked to OS-level
virtualization, which is known to suffer from reduced isolation. In this paper,
we propose RunPHI with the aim of integrating partitioning hypervisors, as a
solution for assuring strong isolation, with OS-level orchestration systems.
The purpose is to enable container orchestration in mixed-criticality systems
with isolation requirements through partitioned containers.
","['\nMarco Barletta\n', '\nMarcello Cinque\n', '\nLuigi De Simone\n', '\nRaffaele Della Corte\n', '\nGiorgio Farina\n', '\nDaniele Ottaviano\n']","2 pages, accepted for publication in Proc. ISSREW, 2022",,http://arxiv.org/abs/2209.01843v1,cs.DC,"['cs.DC', 'cs.OS']",,,[]
Ellipsis: Towards Efficient System Auditing for Real-Time Systems,http://arxiv.org/abs/2208.02699v1,2022-08-04T14:54:09Z,2022-08-04T14:54:09Z,"  System auditing is a powerful tool that provides insight into the nature of
suspicious events in computing systems, allowing machine operators to detect
and subsequently investigate security incidents. While auditing has proven
invaluable to the security of traditional computers, existing audit frameworks
are rarely designed with consideration for Real-Time Systems (RTS). The
transparency provided by system auditing would be of tremendous benefit in a
variety of security-critical RTS domains, (e.g., autonomous vehicles); however,
if audit mechanisms are not carefully integrated into RTS, auditing can be
rendered ineffectual and violate the real-world temporal requirements of the
RTS.
  In this paper, we demonstrate how to adapt commodity audit frameworks to RTS.
Using Linux Audit as a case study, we first demonstrate that the volume of
audit events generated by commodity frameworks is unsustainable within the
temporal and resource constraints of real-time (RT) applications. To address
this, we present Ellipsis, a set of kernel-based reduction techniques that
leverage the periodic repetitive nature of RT applications to aggressively
reduce the costs of system-level auditing. Ellipsis generates succinct
descriptions of RT applications' expected activity while retaining a detailed
record of unexpected activities, enabling analysis of suspicious activity while
meeting temporal constraints. Our evaluation of Ellipsis, using ArduPilot (an
open-source autopilot application suite) demonstrates up to 93% reduction in
audit log generation.
","['\nAyoosh Bansal\n', '\nAnant Kandikuppa\n', '\nChien-Ying Chen\n', '\nMonowar Hasan\n', '\nAdam Bates\n', '\nSibin Mohan\n']",Extended version of a paper accepted at ESORICS 2022,,http://arxiv.org/abs/2208.02699v1,cs.CR,"['cs.CR', 'cs.OS', 'D.4.6; C.3']",,,[]
3PO: Programmed Far-Memory Prefetching for Oblivious Applications,http://arxiv.org/abs/2207.07688v1,2022-07-15T18:17:48Z,2022-07-15T18:17:48Z,"  Using memory located on remote machines, or far memory, as a swap space is a
promising approach to meet the increasing memory demands of modern datacenter
applications. Operating systems have long relied on prefetchers to mask the
increased latency of fetching pages from swap space to main memory.
Unfortunately, with traditional prefetching heuristics, performance still
degrades when applications use far memory. In this paper we propose a new
prefetching technique for far-memory applications. We focus our efforts on
memory-intensive, oblivious applications whose memory access patterns are
independent of their inputs, such as matrix multiplication. For this class of
applications we observe that we can perfectly prefetch pages without relying on
heuristics. However, prefetching perfectly without requiring significant
application modifications is challenging.
  In this paper we describe the design and implementation of 3PO, a system that
provides pre-planned prefetching for general oblivious applications. We
demonstrate that 3PO can accelerate applications, e.g., running them 30-150%
faster than with Linux's prefetcher with 20% local memory. We also use 3PO to
understand the fundamental software overheads of prefetching in a paging-based
system, and the minimum performance penalty that they impose when we run
applications under constrained local memory.
","['\nChristopher Branner-Augmon\n', '\nNarek Galstyan\n', '\nSam Kumar\n', '\nEmmanuel Amaro\n', '\nAmy Ousterhout\n', '\nAurojit Panda\n', '\nSylvia Ratnasamy\n', '\nScott Shenker\n']",14 pages,,http://arxiv.org/abs/2207.07688v1,cs.OS,['cs.OS'],,,[]
"Learnings from an Under the Hood Analysis of an Object Storage Node IO
  Stack",http://arxiv.org/abs/2207.01849v1,2022-07-05T07:27:04Z,2022-07-05T07:27:04Z,"  Conventional object-stores are built on top of traditional OS storage stack,
where I/O requests typically transfers through multiple hefty and redundant
layers. The complexity of object management has grown dramatically with the
ever increasing requirements of performance, consistency and fault-tolerance
from storage subsystems. Simply stated, more number of intermediate layers are
encountered in the I/O data path, with each passing layer adding its own syntax
and semantics. Thereby increasing the overheads of request processing. In this
paper, through comprehensive under-the-hood analysis of an object-storage node,
we characterize the impact of object-store (and user-application) workloads on
the OS I/O stack and its subsequent rippling effect on the underlying
object-storage devices (OSD). We observe that the legacy architecture of the OS
based I/O storage stack coupled with complex data management policies leads to
a performance mismatch between what an end-storage device is capable of
delivering and what it actually delivers in a production environment.
Therefore, the gains derived from developing faster storage devices is often
nullified. These issues get more pronounced in highly concurrent and
multiplexed cloud environments. Owing to the associated issues of
object-management and the vulnerabilities of the OS I/O software stacks, we
discuss the potential of a new class of storage devices, known as
Object-Drives. Samsung Key-Value SSD (KV-SSD) [1] and Seagate Kinetic Drive [2]
are classic industrial implementations of object-drives, where host data
management functionalities can be offloaded to the storage device. This leads
towards the simplification of the over-all storage stack. Based on our
analysis, we believe object-drives can alleviate object-stores from highly
taxing overheads of data management with 20-38% time-savings over traditional
Operating Systems (OS) stack.
","['\nPratik Mishra\n', '\nRekha Pitchumani\n', '\nYang Suk Kee\n']",,,http://dx.doi.org/10.48550/arXiv.2207.01849,cs.DB,"['cs.DB', 'cs.AR', 'cs.DC', 'cs.OS', 'cs.PF']",10.48550/arXiv.2207.01849,,[]
Implementation of SquashFS Support in U-Boot,http://arxiv.org/abs/2206.12751v1,2022-06-25T23:56:45Z,2022-06-25T23:56:45Z,"  U-Boot is a notorious bootloader and Open Source project. This work had as
objective adding support for the SquashFS filesystem to U-Boot and the support
developed was submitted as a contribution to the project. The bootloader is
responsible, in this context, for loading the kernel and the device tree blob
into RAM. It needs to be capable of reading a storage device's partition
formatted with a specific filesystem type. Adding this support allows U-Boot to
read from SquashFS partitions. The source code was submitted to U-Boot's
mailing list through a series of patches to be reviewed by one of the project's
maintainer. Once it gets merged, the support will be used and modified by
U-Boot's international community.
","['\nMariana Villarim\n', '\nJoão Marcos Costa\n', '\nDiomadson Belfort\n']",,,http://arxiv.org/abs/2206.12751v1,cs.OS,['cs.OS'],,,[]
Multilevel Bidirectional Cache Filter,http://arxiv.org/abs/2206.13367v1,2022-06-27T15:28:44Z,2022-06-27T15:28:44Z,"  Modern caches are often required to handle a massive amount of data, which
exceeds the amount of available memory; thus, hybrid caches, specifically
DRAM/SSD combination, become more and more prevalent. In such environments, in
addition to the classical hit-ratio target, saving writes to the second-level
cache is a dominant factor to avoid write amplification and wear out, two
notorious phenomena of SSD.
  This paper presents BiDiFilter, a novel multilevel caching scheme that
controls demotions and promotions between cache levels using a frequency sketch
filter. Further, it splits the higher cache level into two areas to keep the
most recent and the most frequent items close to the user.
  We conduct an extensive evaluation over real-world traces, comparing to
previous multilevel policies. We show that using our mechanism yields an x10
saving of writes in almost all cases and often improving latencies by up to
20%.
","['\nOhad Eytan\n', '\nRoy Friedman\n']",,,http://arxiv.org/abs/2206.13367v1,cs.OS,['cs.OS'],,,[]
Software Mitigation of RISC-V Spectre Attacks,http://arxiv.org/abs/2206.04507v2,2022-06-09T13:47:18Z,2023-11-06T22:34:46Z,"  Speculative attacks are still an active threat today that, even if initially
focused on the x86 platform, reach across all modern hardware architectures.
RISC-V is a newly proposed open instruction set architecture that has seen
traction from both the industry and academia in recent years. In this paper we
focus on the RISC-V cores where speculation is enabled and, as we show, where
Spectre attacks are as effective as on x86. Even though RISC-V hardware
mitigations were proposed in the past, they have not yet passed the prototype
phase. Instead, we propose low-overhead software mitigations for Spectre-BTI,
inspired from those used on the x86 architecture, and for Spectre-RSB, to our
knowledge the first such mitigation to be proposed. We show that these
mitigations work in practice and that they can be integrated in the LLVM
toolchain. For transparency and reproducibility, all our programs and data are
made publicly available online.
","['\nRuxandra Bălucea\n', '\nPaul Irofti\n']",,,http://arxiv.org/abs/2206.04507v2,cs.CR,"['cs.CR', 'cs.OS']",,,[]
"Is Kernel Code Different From Non-Kernel Code? A Case Study of BSD
  Family Operating Systems",http://arxiv.org/abs/2206.05616v1,2022-06-11T21:18:16Z,2022-06-11T21:18:16Z,"  Code churn and code velocity describe the evolution of a code base. Current
research quantifies and studies code churn and velocity at a high level of
abstraction, often at the overall project level or even at the level of an
entire company. We argue that such an approach ignores noticeable differences
among the subsystems of large projects. We conducted an exploratory study on
four BSD family operating systems: DragonFlyBSD, FreeBSD, NetBSD, and OpenBSD.
We mine 797,879 commits to characterize code churn in terms of the annual
growth rate, commit types, change type ratio, and size taxonomy of commits for
different subsystems (kernel, non-kernel, and mixed). We also investigate
differences among various code review periods, i.e., time-to-first-response,
time-to-accept, and time-to-merge, as indicators of code velocity. Our study
provides empirical evidence that quantifiable evolutionary code characteristics
at a global system scope fail to take into account significant individual
differences that exist at a subsystem level. We found that while there exist
similarities in the code base growth rate and distribution of commit types
(neutral, additive, and subtractive) across BSD subsystems, (a) most commits
contain kernel or non-kernel code exclusively, (b) kernel commits are larger
than non-kernel commits, and (c) code reviews for kernel code take longer than
non-kernel code.
","['\nGunnar Kudrjavets\n', '\nJeff Thomas\n', '\nNachiappan Nagappan\n', '\nAyushi Rastogi\n']","13 pages. To be published in 38th IEEE International Conference on
  Software Maintenance and Evolution (ICSME 2022), Oct 3-7, 2022, Limassol,
  Cyprus",,http://dx.doi.org/10.1109/ICSME55016.2022.00027,cs.SE,"['cs.SE', 'cs.OS']",10.1109/ICSME55016.2022.00027,,[]
Unikernel Linux (UKL),http://arxiv.org/abs/2206.00789v2,2022-06-01T22:45:12Z,2023-06-22T19:13:54Z,"  This paper presents Unikernel Linux (UKL), a path toward integrating
unikernel optimization techniques in Linux, a general purpose operating system.
UKL adds a configuration option to Linux allowing for a single, optimized
process to link with the kernel directly, and run at supervisor privilege. This
UKL process does not require application source code modification, only a
re-link with our, slightly modified, Linux kernel and glibc. Unmodified
applications show modest performance gains out of the box, and developers can
further optimize applications for more significant gains (e.g. 26% throughput
improvement for Redis). UKL retains support for co-running multiple user level
processes capable of communicating with the UKL process using standard IPC. UKL
preserves Linux's battle-tested codebase, community, and ecosystem of tools,
applications, and hardware support. UKL runs both on bare-metal and virtual
servers and supports multi-core execution. The changes to the Linux kernel are
modest (1250 LOC).
","['\nAli Raza\nBoston University\n', '\nThomas Unger\nBoston University\n', '\nMatthew Boyd\nMIT CSAIL\n', '\nEric Munson\nBoston University\n', '\nParul Sohal\nBoston University\n', '\nUlrich Drepper\nRed Hat\n', '\nRichard Jones\nRed Hat\n', '\nDaniel Bristot de Oliveira\nRed Hat\n', '\nLarry Woodman\nRed Hat\n', '\nRenato Mancuso\nBoston University\n', '\nJonathan Appavoo\nBoston University\n', '\nOrran Krieger\nBoston University\n']","Added more results in the evaluation section. Improved overall
  writing and added diagrams to explain the architecture","Proceedings of the Eighteenth European Conference on Computer
  Systems (EuroSys 23), May 2023, Pages 590 - 605",http://dx.doi.org/10.1145/3552326.3587458,cs.OS,['cs.OS'],10.1145/3552326.3587458,,"['Boston University', 'Boston University', 'MIT CSAIL', 'Boston University', 'Boston University', 'Red Hat', 'Red Hat', 'Red Hat', 'Red Hat', 'Boston University', 'Boston University', 'Boston University']"
Understanding NVMe Zoned Namespace (ZNS) Flash SSD Storage Devices,http://arxiv.org/abs/2206.01547v1,2022-06-03T12:54:55Z,2022-06-03T12:54:55Z,"  The standardization of NVMe Zoned Namespaces (ZNS) in the NVMe 2.0
specification presents a unique new addition to storage devices. Unlike
traditional SSDs, where the flash media management idiosyncrasies are hidden
behind a flash translation layer (FTL) inside the device, ZNS devices push
certain operations regarding data placement and garbage collection out from the
device to the host. This allows the host to achieve more optimal data placement
and predictable garbage collection overheads, along with lower device write
amplification. Thus, additionally increasing flash media lifetime. As a result,
ZNS devices are gaining significant attention in the research community.
  However, with the current software stack there are numerous ways of
integrating ZNS devices into a host system. In this work, we begin to
systematically analyze the integration options, report on the current software
support for ZNS devices in the Linux Kernel, and provide an initial set of
performance measurements. Our main findings show that larger I/O sizes are
required to saturate the ZNS device bandwidth, and configuration of the I/O
scheduler can provide workload dependent performance gains, requiring careful
consideration of ZNS integration and configuration depending on the application
workload and its access patterns. Our dataset and code are available at https:
//github.com/nicktehrany/ZNS-Study.
","['\nNick Tehrany\n', '\nAnimesh Trivedi\n']",,,http://arxiv.org/abs/2206.01547v1,cs.OS,"['cs.OS', 'cs.PF', 'D.4.2']",,,[]
HyperDbg: Reinventing Hardware-Assisted Debugging (Extended Version),http://arxiv.org/abs/2207.05676v2,2022-05-29T09:19:27Z,2022-09-02T15:26:13Z,"  Software analysis, debugging, and reverse engineering have a crucial impact
in today's software industry. Efficient and stealthy debuggers are especially
relevant for malware analysis. However, existing debugging platforms fail to
address a transparent, effective, and high-performance low-level debugger due
to their detectable fingerprints, complexity, and implementation restrictions.
In this paper, we present HyperDbg, a new hypervisor-assisted debugger for
high-performance and stealthy debugging of user and kernel applications. To
accomplish this, HyperDbg relies on state-of-the-art hardware features
available in today's CPUs, such as VT-x and extended page tables. In contrast
to other widely used existing debuggers, we design HyperDbg using a custom
hypervisor, making it independent of OS functionality or API. We propose
hardware-based instruction-level emulation and OS-level API hooking via
extended page tables to increase the stealthiness. Our results of the dynamic
analysis of 10,853 malware samples show that HyperDbg's stealthiness allows
debugging on average 22% and 26% more samples than WinDbg and x64dbg,
respectively. Moreover, in contrast to existing debuggers, HyperDbg is not
detected by any of the 13 tested packers and protectors. We improve the
performance over other debuggers by deploying a VMX-compatible script engine,
eliminating unnecessary context switches. Our experiment on three concrete
debugging scenarios shows that compared to WinDbg as the only kernel debugger,
HyperDbg performs step-in, conditional breaks, and syscall recording, 2.98x,
1319x, and 2018x faster, respectively. We finally show real-world applications,
such as a 0-day analysis, structure reconstruction for reverse engineering,
software performance analysis, and code-coverage analysis.
","['\nMohammad Sina Karvandi\n', '\nMohammadHossein Gholamrezaei\n', '\nSaleh Khalaj Monfared\n', '\nSoroush Meghdadizanjani\n', '\nBehrooz Abbassi\n', '\nAli Amini\n', '\nReza Mortazavi\n', '\nSaeid Gorgin\n', '\nDara Rahmati\n', '\nMichael Schwarz\n']",,,http://arxiv.org/abs/2207.05676v2,cs.CR,"['cs.CR', 'cs.AR', 'cs.OS']",,,[]
Analyzing FreeRTOS Scheduling Behaviors with the Spin Model Checker,http://arxiv.org/abs/2205.07480v2,2022-05-16T07:04:11Z,2022-10-07T02:42:58Z,"  FreeRTOS is a real-time operating system with configurable scheduling
policies. Its portability and configurability make FreeRTOS one of the most
popular real-time operating systems for embedded devices. We formally analyze
the FreeRTOS scheduler on ARM Cortex-M4 processor in this work. Specifically,
we build a formal model for the FreeRTOS ARM Cortex-M4 port and apply model
checking to find errors in our models for FreeRTOS example applications.
Intriguingly, several errors are found in our application models under
different scheduling policies. In order to confirm our findings, we modify
application programs distributed by FreeRTOS and reproduce assertion failures
on the STM32F429I-DISC1 board.
","['\nChen-Kai Lin\n', '\nBow-Yaw Wang\n']",,,http://arxiv.org/abs/2205.07480v2,cs.FL,"['cs.FL', 'cs.OS']",,,[]
rgpdOS: GDPR Enforcement By The Operating System,http://arxiv.org/abs/2205.10929v2,2022-05-22T20:50:20Z,2022-05-30T11:36:09Z,"  The General Data Protection Regulation (GDPR) forces IT companies to comply
with a number of principles when dealing with European citizens' personal data.
Non-compliant companies are exposed to penalties which may represent up to 4%
of their turnover. Currently, it is very hard for companies driven by personal
data to make their applications GDPR-compliant, especially if those
applications were developed before the GDPR was established. We present rgpdOS,
a GDPR-aware operating system that aims to bring GDPR-compliance to every
application, while requiring minimal changes to application code.
","['\nAlain Tchana\n', '\nRaphael Colin\n', '\nAdrien Le Berre\n', '\nVincent Berger\n', '\nBenoit Combemale\n', '\nNatacha Crooks\n', '\nLudovic Pailler\n']",,,http://arxiv.org/abs/2205.10929v2,cs.OS,"['cs.OS', 'cs.CR']",,,[]
Protecting File Activities via Deception for ARM TrustZone,http://arxiv.org/abs/2205.10963v2,2022-05-22T23:55:23Z,2022-05-24T18:57:20Z,"  A TrustZone TEE often invokes an external filesystem. While filedata can be
encrypted, the revealed file activities can leak secrets. To hide the file
activities from the filesystem and its OS, we propose Enigma, a deception-based
defense injecting sybil file activities as the cover of the actual file
activities.
  Enigma contributes three new designs. (1) To make the deception credible, the
TEE generates sybil calls by replaying file calls from the TEE code under
protection. (2) To make sybil activities cheap, the TEE requests the OS to run
K filesystem images simultaneously. Concealing the disk, the TEE backs only one
image with the actual disk while backing other images by only storing their
metadata. (3) To protect filesystem image identities, the TEE shuffles the
images frequently, preventing the OS from observing any image for long.
  Enigma works with unmodified filesystems shipped withLinux. On a low-cost Arm
SoC with EXT4 and F2FS, our system can concurrently run as many as 50
filesystem images with 1% of disk overhead per additional image. Compared to
common obfuscation for hiding addresses in a flat space, Enigma hides file
activities with richer semantics. Its cost is lower by one order of magnitude
while achieving the same level of probabilistic security guarantees.
","['\nLiwei Guo\n', '\nKaiyang Zhao\n', '\nYiying Zhang\n', '\nFelix Xiaozhu Lin\n']",Under submission,,http://arxiv.org/abs/2205.10963v2,cs.CR,"['cs.CR', 'cs.OS']",,,[]
The Next-Generation OS Process Abstraction,http://arxiv.org/abs/2205.12270v1,2022-05-24T15:22:16Z,2022-05-24T15:22:16Z,"  Operating Systems are built upon a set of abstractions to provide resource
management and programming APIs for common functionality, such as
synchronization, communication, protection, and I/O. The process abstraction is
the bridge across these two aspects; unsurprisingly, research efforts pay
particular attention to the process abstraction, aiming at enhancing security,
improving performance, and supporting hardware innovations. However, given the
intrinsic difficulties to implement modifications at the OS level, recent
endeavors have not yet been widely adopted in production-oriented OSes. Still,
we believe the current hardware evolution and new application requirements
provide favorable conditions to change this trend. This paper evaluates recent
research on OS process features identifying potential evolution paths. We
derive a set of relevant process characteristics, and propose how to extend
them as to benefit OSes and applications.
","['\nRodrigo Siqueira\n', '\nNelson Lago\n', '\nFabio Kon\n', '\nDejan Milojičić\n']",,,http://arxiv.org/abs/2205.12270v1,cs.OS,"['cs.OS', 'cs.AR']",,,[]
"Hyperion: A Case for Unified, Self-Hosting, Zero-CPU Data-Processing
  Units (DPUs)",http://arxiv.org/abs/2205.08882v2,2022-05-18T12:12:05Z,2022-08-31T15:42:00Z,"  Since the inception of computing, we have been reliant on CPU-powered
architectures. However, today this reliance is challenged by manufacturing
limitations (CMOS scaling), performance expectations (stalled clocks, Turing
tax), and security concerns (microarchitectural attacks). To re-imagine our
computing architecture, in this work we take a more radical but pragmatic
approach and propose to eliminate the CPU with its design baggage, and
integrate three primary pillars of computing, i.e., networking, storage, and
computing, into a single, self-hosting, unified CPU-free Data Processing Unit
(DPU) called Hyperion. In this paper, we present the case for Hyperion, its
design choices, initial work-in-progress details, and seek feedback from the
systems community.
","['\nMarco Spaziani Brunella\n', '\nMarco Bonola\n', '\nAnimesh Trivedi\n']",,,http://arxiv.org/abs/2205.08882v2,cs.AR,"['cs.AR', 'cs.DC', 'cs.OS', 'cs.PL', 'C.5; D.3; D.4; B.4']",,,[]
Private delegated computations using strong isolation,http://arxiv.org/abs/2205.03322v1,2022-05-06T15:56:40Z,2022-05-06T15:56:40Z,"  Sensitive computations are now routinely delegated to third-parties. In
response, Confidential Computing technologies are being introduced to
microprocessors, offering a protected processing environment, which we
generically call an isolate, providing confidentiality and integrity guarantees
to code and data hosted within -- even in the face of a privileged attacker.
Isolates, with an attestation protocol, permit remote third-parties to
establish a trusted ""beachhead"" containing known code and data on an otherwise
untrusted machine. Yet, the rise of these technologies introduces many new
problems, including: how to ease provisioning of computations safely into
isolates; how to develop distributed systems spanning multiple classes of
isolate; and what to do about the billions of ""legacy"" devices without support
for Confidential Computing?
  Tackling the problems above, we introduce Veracruz, a framework that eases
the design and implementation of complex privacy-preserving, collaborative,
delegated computations among a group of mutually mistrusting principals.
Veracruz supports multiple isolation technologies and provides a common
programming model and attestation protocol across all of them, smoothing
deployment of delegated computations over supported technologies. We
demonstrate Veracruz in operation, on private in-cloud object detection on
encrypted video streaming from a video camera. In addition to supporting
hardware-backed isolates -- like AWS Nitro Enclaves and Arm Confidential
Computing Architecture Realms -- Veracruz also provides pragmatic ""software
isolates"" on Armv8-A devices without hardware Confidential Computing
capability, using the high-assurance seL4 microkernel and our IceCap framework.
","['\nMathias Brossard\n', '\nGuilhem Bryant\n', '\nBasma El Gaabouri\n', '\nXinxin Fan\n', '\nAlexandre Ferreira\n', '\nEdmund Grimley-Evans\n', '\nChristopher Haster\n', '\nEvan Johnson\n', '\nDerek Miller\n', '\nFan Mo\n', '\nDominic P. Mulligan\n', '\nNick Spinale\n', '\nEric van Hensbergen\n', '\nHugo J. M. Vincent\n', '\nShale Xiong\n']",,,http://arxiv.org/abs/2205.03322v1,cs.CR,"['cs.CR', 'cs.OS', 'cs.PL']",,,[]
Towards Porting Operating Systems with Program Synthesis,http://arxiv.org/abs/2204.07167v2,2022-04-15T14:42:24Z,2022-09-22T06:33:47Z,"  The end of Moore's Law has ushered in a diversity of hardware not seen in
decades. Operating system (and system software) portability is accordingly
becoming increasingly critical. Simultaneously, there has been tremendous
progress in program synthesis. We set out to explore the feasibility of using
modern program synthesis to generate the machine-dependent parts of an
operating system. Our ultimate goal is to generate new ports automatically from
descriptions of new machines. One of the issues involved is writing
specifications, both for machine-dependent operating system functionality and
for instruction set architectures. We designed two domain-specific languages:
Alewife for machine-independent specifications of machine-dependent operating
system functionality and Cassiopea for describing instruction set architecture
semantics. Automated porting also requires an implementation. We developed a
toolchain that, given an Alewife specification and a Cassiopea machine
description, specializes the machine-independent specification to the target
instruction set architecture and synthesizes an implementation in assembly
language with a customized symbolic execution engine. Using this approach, we
demonstrate successful synthesis of a total of 140 OS components from two
pre-existing OSes for four real hardware platforms. We also developed several
optimization methods for OS-related assembly synthesis to improve scalability.
The effectiveness of our languages and ability to synthesize code for all 140
specifications is evidence of the feasibility of program synthesis for
machine-dependent OS code. However, many research challenges remain; we also
discuss the benefits and limitations of our synthesis-based approach to
automated OS porting.
","['\nJingmei Hu\n', '\nEric Lu\n', '\nDavid A. Holland\n', '\nMing Kawaguchi\n', '\nStephen Chong\n', '\nMargo I. Seltzer\n']","ACM Transactions on Programming Languages and Systems. Accepted on
  August 2022",,http://dx.doi.org/10.1145/3563943,cs.PL,"['cs.PL', 'cs.OS']",10.1145/3563943,,[]
"Differentiating Network Flows for Priority-Aware Scheduling of Incoming
  Packets in Real-Time IoT Systems",http://arxiv.org/abs/2204.08846v1,2022-04-19T12:23:21Z,2022-04-19T12:23:21Z,"  When IP-packet processing is unconditionally carried out on behalf of an
operating system kernel thread, processing systems can experience overload in
high incoming traffic scenarios. This is especially worrying for embedded
real-time devices controlling their physical environment in industrial IoT
scenarios and automotive systems. We propose an embedded real-time aware IP
stack adaption with an early demultiplexing scheme for incoming packets and
subsequent per-flow aperiodic scheduling. By instrumenting existing embedded IP
stacks, rigid prioritization with minimal latency is deployed without the need
of further task resources. Simple mitigation techniques can be applied to
individual flows, causing hardly measurable overhead while at the same time
protecting the system from overload conditions. Our IP stack adaption is able
to reduce the low-priority packet processing time by over 86% compared to an
unmodified stack. The network subsystem can thereby remain active at a 7x
higher general traffic load before disabling the receive IRQ as a last resort
to assure deadlines.
","['\nChristoph Blumschein\n', '\nIlja Behnke\n', '\nLauritz Thamsen\n', '\nOdej Kao\n']",25th International Symposium on Real-Time Distributed Computing,,http://arxiv.org/abs/2204.08846v1,cs.NI,"['cs.NI', 'cs.OS']",,,[]
